record_id,site_mut,water_type,datetime,src,qc,temp_field,do_percent_field,spc_field,ec_field,ph_field,turbidity_field,ec_lab,ph_lab,tn_mg_l,tp_mg_l,cl_mg_l,hco3_mg_l,so4_mg_l,na_mg_l,ca_mg_l,mg_mg_l,k_mg_l
201609271800_SW05_Cunjegong,28,2,27/09/2016 18:00,3,2,14.14,91.1,580.3,460,7.48,,,,1.6,0.02,97,79.3,15,62,22,14,3
201609280000_GW14_DinyahShallowBerthong,12,1,28/09/2016 0:00,3,3,14.5,27.5,10200,,6.92,,,,,,2580,456.28,1150,969,1030,357,8
201609280000_GW15_DinyahDeepBerthong,13,1,28/09/2016 0:00,3,3,13.3,49.3,5020,,7.16,,,,,,907,536.8,819,435,475,237,2
201609280000_SW04_Berthong,27,2,28/09/2016 0:00,3,3,11.9,121.8,750,,8.36,,,,2.3,0.03,101,161.04,38,68,40,25,5
201609280912_SW03_Cootamundry,26,2,28/09/2016 9:12,3,2,11.5,101.1,607.9,,7.76,,,,1.1,0.02,114,93.94,22,69,29,16,5
201609281110_SW12_DinyahMixingFresh,35,2,28/09/2016 11:10,3,2,12,108.5,355,282.4,8.07,,,,,,33,80.52,0,15,11,6,3
201609281130_SW11_Glenarchy,34,2,28/09/2016 11:30,3,2,13.8,184,1331.2,1140,8.89,,,,,,223,274.5,68,111,63,48,6
201609281210_SW06_Jindalee,29,2,28/09/2016 12:10,3,2,12.5,124,1677,1200,8.49,,,,,,252,373.32,84,96,118,70,5
201611211551_GW03_Coolac,1,1,21/11/2016 15:51,1,1,17.9,1.6,1626,1402,8.09,,,,,,348.65,827,45.45,155.03,91.91,170.48,1.1
201611211605_SW01_Coolac,24,2,21/11/2016 16:05,1,1,25.2,109.4,1705,1707,8.28,,,,,,,417,,147.78,81.4,87.65,8.12
201611211635_SW09_Bongongolong,32,2,21/11/2016 16:35,1,1,24.9,64.5,940,940,7.9,,,,,,,381,,64.71,41.98,56.47,3.91
201611211720_SW02_HoarseLane,25,2,21/11/2016 17:20,1,1,28.7,118.3,1132,1221,8.6,,,,,,158.97,412,15,866.23,682.09,276.94,9.13
201611220724_SW05_Cunjegong,28,2,22/11/2016 7:24,1,1,19.8,50.3,1279,1156,7.62,,,,,,,356,,189.44,59.81,40.31,9.48
201611220745_SW07_RomaniEntry,30,2,22/11/2016 7:45,1,1,20.8,52.4,771,710,7.73,,,,,,,154,,91.07,31.3,21.59,6.19
201611220915_SW08_SheepStation,31,2,22/11/2016 9:15,1,1,20.9,29.8,2931,2706,7.46,,,,,,,403,,278.14,189.32,70.98,15.15
201611221100_SW15_MuttamaCreek,38,2,22/11/2016 11:00,1,1,22,46.5,1813,1698,7.64,,,,,,,447,,189.06,112.57,84.35,10.17
201611221115_SW26_ReefCreek,49,2,22/11/2016 11:15,1,1,24.7,125.5,1375,1368,8.26,,,,,,,468,,109.28,75.96,67.89,5.18
201611221202_GW09_WavehillWindmill,7,1,22/11/2016 12:02,1,1,17.1,6,2362,2003,7.08,,,,,,185.92,337,30.44,165.34,96.31,67.14,3.63
201611221300_GW08_WavehillAnimallHospital,6,1,22/11/2016 13:00,1,1,17,13.1,2467,2109,7.25,,,,,,417.9,620,76.56,218,154.16,154.74,3.72
201611221340_SW03_Cootamundry,26,2,22/11/2016 13:40,1,1,22.9,88,1142,1095,7.84,,,,,,,178,,130.84,52.33,28.84,8.82
201611221450_GW13_AmarooDeep,11,1,22/11/2016 14:50,1,1,16.7,2.5,5979,5033,6.77,,,,,,2004.25,359,143.79,900.53,137.36,153.71,3.31
201611221500_GW16_AmarooShallow,14,1,22/11/2016 15:00,1,1,15,,8112,,6.86,,,,,,2139.56,388,29.97,860.03,280.66,147.9,22.21
201611221603_SW04_Berthong,27,2,22/11/2016 16:03,1,1,27.4,108.4,2360,2362,8.34,,,,,,,315,,246.55,75.32,87.89,11.8
201611221611_SW37_DinyahMixingSalt,60,2,22/11/2016 16:11,1,1,32.1,94.4,2357,2681,8.57,,,,,,,234,,270.8,74.9,97.43,11.23
201611221621_SW12_DinyahMixingFresh,35,2,22/11/2016 16:21,1,1,23.5,70.8,937,913,7.82,,,,,,,307,,81.99,53.63,26.08,9.33
201611221740_GW07_BrawlinFarFence,5,1,22/11/2016 17:40,1,1,18.2,0.6,10912,9500,6.94,,,,,,615.59,227,154.06,221.62,95.31,58.86,8.2
201611221755_GW06_BrawlinRoad,4,1,22/11/2016 17:55,1,1,16.9,9.5,7184,6058,6.57,,,,,,2388.64,681,9.68,886.27,1087.2,654.59,4.4
201611221815_GW05_FairviewField,3,1,22/11/2016 18:15,1,1,16.7,2.4,5790,4876,6.78,,,,,,1801.39,622,88.9,765.09,260.49,169.26,3.22
201611221830_GW04_FairviewRoad,2,1,22/11/2016 18:30,1,1,15.3,8.1,4301,3508,6.82,,,,,,1354.69,517,64.67,245.97,336.76,180.3,6.51
201611230820_SW06_Jindalee,29,2,23/11/2016 8:20,1,1,17.7,86.1,1986,1703,8.13,,,,,,,493,,120.28,162.42,103.58,5.64
201611230900_GW17_DaiseyvaleShallow,15,1,23/11/2016 9:00,1,1,14.5,3.3,2621,2095,7.07,,,,,,425.57,603,143.79,218.61,197.24,106.87,4.55
201611230930_GW15_DinyahDeepBerthong,13,1,23/11/2016 9:30,1,1,16.2,8.9,5127,4261,6.78,,,,,,,608,,443.21,431.24,242.28,4.05
201611231015_GW14_DinyahShallowBerthong,12,1,23/11/2016 10:15,1,1,15.9,,7840,,7.08,,,,,,2458.16,712,1207.64,,,,
201611231030_GW15_DinyahDeepBerthong,13,1,23/11/2016 10:30,1,1,16.2,,5127,,6.78,,,,,,1114.66,615,824.25,,,,
201611231150_GW21_DinyahHopes7Deep,19,1,23/11/2016 11:50,1,1,17.1,2.9,4078,3452,6.75,,,,,,1037.03,703,180.52,621.53,176.61,91.24,1.26
201611231315_GW23_DinyahLaneway,21,1,23/11/2016 13:15,1,1,15.9,5.8,565,457,6.57,,,,,,110.79,188,10.1,25.69,48.58,21.5,8.6
201611231400_GW24_DinyahCloseToHouse,22,1,23/11/2016 14:00,1,1,15.3,4.4,4233,3455,6.46,,,,,,1506.07,312,198.97,75.98,609.48,110.54,24.79
201611231445_GW10_GlenarchyMiddleArtesian,8,1,23/11/2016 14:45,1,1,17.7,9.1,3535,3132,7,,,,,,681.99,671,118.44,436.96,116.29,137.72,2.02
201611231500_GW11_GlenarchyCreekShallow,9,1,23/11/2016 15:00,1,1,15.2,,2993,,6.85,,,,,,586.6,605,123.98,,,,
201611231510_SW11_Glenarchy,34,2,23/11/2016 15:10,1,1,20.8,58.2,1637,1502,7.98,,,,,,,461,,189.14,70.31,72.97,8.93
201611231515_GW11_GlenarchyCreekShallow,9,1,23/11/2016 15:15,1,1,15.2,2.4,2993,2410,6.85,,,,,,,605,,326.09,117.32,114.98,3.53
201611231600_GW18_DaiseyvaleDeep,16,1,23/11/2016 16:00,1,1,14.8,6.6,2406,1779,7.16,,,,,,430.53,551,136.78,121.67,204.91,110.86,0.89
201611231615_GW19_MunroeDeep,17,1,23/11/2016 16:15,1,1,17.1,5.1,1936,1642,7.06,,,,,,465.48,522,186.17,208.15,189.22,108.39,4.9
201611231615_GW20_MunroeShallow,18,1,23/11/2016 16:15,1,1,13.9,6.4,2579,2039,7.1,,,,,,506.55,561,180.57,196.4,196.32,113.1,5.03
201611231630_GW12_GlenarchyFarField,10,1,23/11/2016 16:30,1,1,16.9,19.4,4612,3907,6.99,,,,,,1180,708,209.89,666.7,130.54,174.43,3.67
201611231700_GW22_DinyahHopes7Shallow,20,1,23/11/2016 17:00,1,1,15.1,52.2,8135,6605,7.27,,,,,,2714.6,656,422.77,1309.37,239.95,219.63,1.42
201611231723_SW36_NashsLane,59,2,23/11/2016 17:23,1,1,22.1,65.8,1182,1115,8.04,,,,,,,278,,90.42,73.97,51.16,8.42
201703180000_SW01_Coolac,24,2,18/03/2017 0:00,3,3,,,,2200,7.9,,,,,,341,603,15,130,73,130,5
201703180000_SW02_HoarseLane,25,2,18/03/2017 0:00,3,3,,,,1470,8.1,,,,,,183,540,26,65,41,128,2
201703180000_SW03_Cootamundry,26,2,18/03/2017 0:00,3,3,17.7,,,1713,7.7,,,,,,424,216,10,174,79,46,10
201703180000_SW09_Bongongolong,32,2,18/03/2017 0:00,3,3,22.1,,,952,7.55,,,,,,122,261,11,61,41,44,4
201703180000_SW11_Glenarchy,34,2,18/03/2017 0:00,3,3,17.6,,,3200,6.72,,,,,,990,615,127,548,114,143,9
201703180000_SW13_Wambidgee,36,2,18/03/2017 0:00,3,3,21,,,3500,7.7,,,,,,728,640,30,322,144,127,9
201703180000_SW15_MuttamaCreek,38,2,18/03/2017 0:00,3,3,21.5,,,3325,7.6,,,,,,675,607,50,296,151,122,7
201703180000_SW16_BrawlinRoadCreek,39,2,18/03/2017 0:00,3,3,20.1,,,3000,7.8,,,,,,563,605,138,300,142,107,9
201703180000_SW18_Tarkarella,41,2,18/03/2017 0:00,3,3,21,,,1998,7.8,,,,,,201,325,54,152,31,60,4
201703180000_SW22_ArmoursLane,45,2,18/03/2017 0:00,3,3,21.7,,,2050,7.9,,,,,,339,583,23,129,71,131,4
201703180000_SW28_CullingaCreekEast,51,2,18/03/2017 0:00,3,3,,,,,,,,,,,430,404,74,145,76,114,5
201703180000_SW36_NashsLane,59,2,18/03/2017 0:00,3,3,20.1,,,2700,7.5,,,,,,307,582,484,244,179,119,3
201705291150_SW01_Coolac,24,2,29/05/2017 11:50,1,1,12.1,92.5,1161,870,7.97,,,,,,,520,,179.55,81.26,110.24,8.24
201705291228_GW03_Coolac,1,1,29/05/2017 12:28,1,1,18.3,-2.3,1716,1477,8.01,,,,,,,688,,150.9,89.35,167.32,1.02
201705291247_SW02_HoarseLane,25,2,29/05/2017 12:47,1,1,13.4,112.4,1416,1100,8.44,,,,,,,608,,68.13,37.5,152.05,3.03
201705291417_GW08_WavehillAnimallHospital,6,1,29/05/2017 14:17,1,1,16.8,8.4,2389,2016,6.86,,,,,,,705,,192.4,130.23,131.18,2.97
201705291431_GW09_WavehillWindmill,7,1,29/05/2017 14:31,1,1,18,2.9,1635,1426,7.18,,,,,,,337,,177.92,81.75,58.58,2.78
201705291457_SW15_MuttamaCreek,38,2,29/05/2017 14:57,1,1,10.3,51.7,1900,1365,7.62,,,,,,,368,,186,95.74,76.07,8.51
201705300845_GW05_FairviewField,3,1,30/05/2017 8:45,1,1,16,6,5550,4577,6.88,,,,,,,622,,727.02,246.54,159.57,3.19
201705300900_GW04_FairviewRoad,2,1,30/05/2017 9:00,1,1,16.4,44.6,3524,2943,7.03,,,,,,,305,,218.12,311.67,150.98,7.87
201705300921_GW07_BrawlinFarFence,5,1,30/05/2017 9:21,1,1,18.2,-3.2,12067,10562,6.6,,,,,,,517,,402.08,234.06,218.68,11.25
201705300936_GW06_BrawlinRoad,4,1,30/05/2017 9:36,1,1,18.4,4.6,7165,6265,6.45,,,,,,,676,,444.12,516.84,325.55,5.82
201705300952_GW25_BrawlinSpringsInPlantation,23,1,30/05/2017 9:52,1,1,16.6,12.8,9930,8352,6.75,,,,,,,776,,1465.18,384.23,277.18,7.09
201705301111_GW13_AmarooDeep,11,1,30/05/2017 11:11,1,1,16.2,-2.2,5982,4976,6.69,,,,,,,383,,892.9,147.88,169.91,3.1
201705301313_GW17_DaiseyvaleShallow,15,1,30/05/2017 13:13,1,1,14.7,4.9,2301,1843,7.1,,,,,,,644,,202.03,200.37,112.16,4.59
201705301316_GW18_DaiseyvaleDeep,16,1,30/05/2017 13:16,1,1,15.9,2.8,2176,1799,7.16,,,,,,,564,,125.25,201.56,114.28,1.29
201705301344_GW20_MunroeShallow,18,1,30/05/2017 13:44,1,1,13.2,5.8,2801,2163,7.31,,,,,,,547,,217.78,204.94,125.62,5.12
201705301348_GW19_MunroeDeep,17,1,30/05/2017 13:48,1,1,16.8,28.6,2439,2054,7.08,,,,,,,525,,209.64,179.47,105.8,4.94
201705301419_SW06_Jindalee,29,2,30/05/2017 14:19,1,1,8.3,97.5,2119,1438,8.31,,,,,,,500,,129.06,147.84,121,8.59
201705301513_GW21_DinyahHopes7Deep,19,1,30/05/2017 15:13,1,1,15.5,70.7,4054,3317,7.49,,,,,,,727,,608.69,176.18,90.15,1.14
201705301556_GW23_DinyahLaneway,21,1,30/05/2017 15:56,1,1,17.9,-1.4,586,506,7.25,,,,,,,122,,45.59,54.35,27.66,9.5
201705301619_GW24_DinyahCloseToHouse,22,1,30/05/2017 16:19,1,1,16.7,-1.6,4800,4059,6.4,,,,,,,281,,91.56,727.56,141.98,27.55
201705310710_GW14_DinyahShallowBerthong,12,1,31/05/2017 7:10,1,1,17.9,17.9,7631,6658,6.77,,,,,,,691,,918.62,738.85,293.16,11.92
201705310715_GW15_DinyahDeepBerthong,13,1,31/05/2017 7:15,1,1,17.6,31.1,4984,4270,6.95,,,,,,,669,,409.44,426.91,235.89,4.36
201705310731_SW04_Berthong,27,2,31/05/2017 7:31,1,1,8.2,45,4354,2955,8.03,,,,,,,512,,576.94,120.39,154.92,26.57
201705310759_GW22_DinyahHopes7Shallow,20,1,31/05/2017 7:59,1,1,16.6,7.7,8285,6909,6.93,,,,,,,788,,1314.2,244.83,210.77,1.13
201705310921_GW10_GlenarchyMiddleArtesian,8,1,31/05/2017 9:21,1,1,17.5,15,3399,2912,7.17,,,,,,,849,,450.14,111.39,132.19,1.91
201705310947_GW11_GlenarchyCreekShallow,9,1,31/05/2017 9:47,1,1,16.8,2.4,2792,2351,6.99,,,,,,,666,,327.18,109.64,106.78,3.82
201705311029_GW12_GlenarchyFarField,10,1,31/05/2017 10:29,1,1,16.9,12.2,4579,3875,7.07,,,,,,,752,,648.59,128.4,172.76,6.24
201709251440_SW01_Coolac,24,2,25/09/2017 14:40,3,2,,,,,,,,,,,356,583.16,75,156,90,113,5
201709251600_SW02_HoarseLane,25,2,25/09/2017 16:00,3,2,,,,,,,,,,,157,651.48,19,63,38,129,2
201709251600_SW06_Jindalee,29,2,25/09/2017 16:00,3,2,,,,,,,,,,,353,529.48,88,104,137,95,4
201709260000_SW15_MuttamaCreek,38,2,26/09/2017 0:00,3,3,,,,,,,,,,,519,557.54,172,226,138,102,6
201709260000_SW18_Tarkarella,41,2,26/09/2017 0:00,3,3,,,,,,,,,,,113,317.2,45,118,19,35,3
201709260915_SW22_ArmoursLane,45,2,26/09/2017 9:15,3,2,,,,,,,,,,,370,592.92,82,167,107,117,5
201709261000_SW09_Bongongolong,32,2,26/09/2017 10:00,3,2,,,,,,,,,,,170,433.1,12,74,56,67,3
201709261145_SW14_FairviewCreek,37,2,26/09/2017 11:45,3,2,,,,,,,,,,,867,717.36,180,372,116,214,5
201709261210_SW08_SheepStation,31,2,26/09/2017 12:10,3,2,,,,,,,,,,,1110,578.28,86,420,345,133,12
201709261445_SW29_CullingaCreekMain,52,2,26/09/2017 14:45,3,2,,,,,,,,,,,440,448.96,78,163,89,130,5
201709270900_SW36_NashsLane,59,2,27/09/2017 9:00,3,2,,,,,,,,,,,547,470.92,321,227,178,129,7
201709271000_SW03_Cootamundry,26,2,27/09/2017 10:00,3,2,,,,,,,,,,,375,596.58,78,164,104,116,5
201709271000_SW35_BradmanOval,58,2,27/09/2017 10:00,3,2,,,,,,,,,,,628,348.92,153,175,157,128,8
201709271130_SW04_Berthong,27,2,27/09/2017 11:30,3,2,,,,,,,,,,,991,431.88,255,546,120,156,13
201709290000_SW16_BrawlinRoadCreek,39,2,29/09/2017 0:00,3,3,,,,,,,,,,,456,500.2,280,245,165,112,9
201801291210_SW01_Coolac,24,2,29/01/2018 12:10,1,1,27.7,78.3,2114.8,2224.8,8.18,,,,,,,537,,171.96,92.18,180.5,6.21
201801291307_SW09_Bongongolong,32,2,29/01/2018 13:07,1,1,27.8,68.4,1007.2,1062.1,7.86,,,,,,,98,,34.85,17.04,75.58,2.4
201801291337_SW22_ArmoursLane,45,2,29/01/2018 13:37,1,1,27.6,77.4,2070.3,2172.6,8.11,,,,,,,705,,31.69,15.54,63.26,2.07
201801291401_GW03_Coolac,1,1,29/01/2018 14:01,1,1,,,,1880,7.1,,,,,,,805,,160.5,89.78,171.15,1.06
201801291519_SW02_HoarseLane,25,2,29/01/2018 15:19,1,1,32.9,135.1,1226.2,1410.9,8.78,,,,,,,588,,133.38,63.87,84.35,6.9
201801291531_GW08_WavehillAnimallHospital,6,1,29/01/2018 15:31,1,1,,,,2030,7.07,,,,,,,634,,205.86,137.81,134.22,3.53
201801291546_GW09_WavehillWindmill,7,1,29/01/2018 15:46,1,1,,,,1610,7.32,,,,,,,376,,207.12,87.4,67.08,2.54
201801291600_SW13_Wambidgee,36,2,29/01/2018 16:00,1,1,26.2,59.6,2520.5,2582.5,7.9,,,,,,,608,,28.53,14.52,59.84,1.99
201801300854_GW05_FairviewField,3,1,30/01/2018 8:54,1,1,21.4,43.3,5282.8,4922.1,6.93,,,,,,,813,,698.35,238.02,169.72,3.86
201801300913_GW04_FairviewRoad,2,1,30/01/2018 9:13,1,1,19.6,62.8,4959.1,4450,6.84,,,,,,,315,,307.9,413.24,209.42,6.35
201801301044_GW13_AmarooDeep,11,1,30/01/2018 10:44,1,1,20.4,33.1,5894.5,5387.2,6.51,,,,,,,412,,895.71,147.6,166.37,3.26
201801301124_SW03_Cootamundry,26,2,30/01/2018 11:24,1,1,23.7,55,2313.8,2258.5,7.29,,,,,,,205,,124.65,59.92,79.97,6.31
201801301235_GW20_MunroeShallow,18,1,30/01/2018 12:35,1,1,18.5,42.7,2536.5,2230.8,7.02,,,,,,,630,,211.72,177.49,108.4,4.79
201801301342_GW17_DaiseyvaleShallow,15,1,30/01/2018 13:42,1,1,19.7,47.5,2706.7,2438.5,7.15,,,,,,,693,,247.48,187.15,104.64,7.42
201801301518_GW21_DinyahHopes7Deep,19,1,30/01/2018 15:18,1,1,19.1,15.1,4027.5,3581.5,6.75,,,,,,,678,,616.17,172.67,89.64,1.1
201801301625_GW18_DaiseyvaleDeep,16,1,30/01/2018 16:25,1,1,19.2,40.7,2232.2,1989.8,7.08,,,,,,,586,,123.78,198.79,113.73,1.06
201801301642_GW19_MunroeDeep,17,1,30/01/2018 16:42,1,1,17.7,34,2430.3,2095.1,7.01,,,,,,,390,,204.64,185.66,105.36,5.07
201801301728_GW07_BrawlinFarFence,5,1,30/01/2018 17:28,1,1,18.7,44.7,12499.7,11029.2,6.94,,,,,,,959,,1817.16,490.84,467,11.61
201801301739_GW06_BrawlinRoad,4,1,30/01/2018 17:39,1,1,20.8,46.7,6252.5,5746.5,6.89,,,,,,,615,,388.63,495.53,277.51,9.62
201801301752_GW25_BrawlinSpringsInPlantation,23,1,30/01/2018 17:52,1,1,17.7,34.3,9925.9,8555.3,6.79,,,,,,,922,,1508.28,409.75,285.54,6.45
201801310722_GW15_DinyahDeepBerthong,13,1,31/01/2018 7:22,1,1,19.8,40.5,4952,4456.3,6.99,,,,,,,673,,428.9,424.97,230.81,4.31
201801310731_GW14_DinyahShallowBerthong,12,1,31/01/2018 7:31,1,1,18.6,69.3,9713.5,8525.5,6.94,,,,,,,793,,1113.23,1068.47,399.22,16.08
201801310754_GW22_DinyahHopes7Shallow,20,1,31/01/2018 7:54,1,1,16.4,60.9,8044.6,6726.3,7.01,,,,,,,590,,1293.45,239.87,220.16,0.91
201801310823_GW23_DinyahLaneway,21,1,31/01/2018 8:23,1,1,17.9,39.7,663.2,573.2,6.67,,,,,,,220,,28.93,52.4,25.09,8.83
201801310843_GW24_DinyahCloseToHouse,22,1,31/01/2018 8:43,1,1,17.1,32.2,5117.7,4347.7,6.3,,,,,,,415,,102.13,795.71,162.81,29.23
201801311025_GW10_GlenarchyMiddleArtesian,8,1,31/01/2018 10:25,1,1,19.1,28.8,3381.7,3008.5,6.85,,,,,,,451,,433.54,113.25,137.91,2.09
201801311058_GW12_GlenarchyFarField,10,1,31/01/2018 10:58,1,1,17.7,29.8,4482.5,3859.1,6.73,,,,,,,737,,655.15,125.98,171.29,3.63
201801311129_GW11_GlenarchyCreekShallow,9,1,31/01/2018 11:29,1,1,19.8,14.6,2814.3,2534.9,6.76,,,,,,,634,,329.96,114.75,114.38,4.06
201803170000_SW01_Coolac,24,2,17/03/2018 0:00,3,3,,,,,,,,,0.8,0.27,400,782.02,6,146,87,129,6
201803170000_SW02_HoarseLane,25,2,17/03/2018 0:00,3,3,,,,,,,,,0.9,0,137,653.92,19,49,29,114,2
201803170000_SW09_Bongongolong,32,2,17/03/2018 0:00,3,3,,,,,,,,,0.2,0,185,379.42,13,73,53,56,4
201803170000_SW13_Wambidgee,36,2,17/03/2018 0:00,3,3,,,,,,,,,0.6,0.56,580,761.28,32,252,127,98,10
201803170000_SW15_MuttamaCreek,38,2,17/03/2018 0:00,3,3,,,,,,,,,0.3,0.52,618,708.82,27,245,137,105,8
201803170000_SW16_BrawlinRoadCreek,39,2,17/03/2018 0:00,3,3,,,,,,,,,0.3,0.62,420,635.62,250,230,130,90,9
201803170000_SW36_NashsLane,59,2,17/03/2018 0:00,3,3,,,,,,,,,0.5,0.91,202,446.52,378,147,116,69,6
201803170000_SW39_CootaTown,62,2,17/03/2018 0:00,3,3,,,,,,,,,0.8,0.04,48,129.32,91,34,40,18,5
201901231215_SW01_Coolac,24,2,23/01/2019 12:15,1,1,29,,1170,1258,8.26,,,,,,,,,70.75,16.11,59.23,10.84
201901231456_GW03_Coolac,1,1,23/01/2019 14:56,1,1,19,,2052,1822,6.85,,,,,,,,,145.9,28.77,161.47,1.17
201901231809_GW08_WavehillAnimallHospital,6,1,23/01/2019 18:09,1,1,16.5,,2626,2200,6.8,,,,,,,,,201.58,45.3,125.38,2.58
201901231831_GW09_WavehillWindmill,7,1,23/01/2019 18:31,1,1,17.9,,1787,1547,7.5,,,,,,,,,191.38,20.71,46.67,1.64
201901240932_GW05_FairviewField,3,1,24/01/2019 9:32,1,1,20.8,,6195,5690,6.87,,,,,,,,,703.34,109.42,166.5,1.94
201901240947_GW04_FairviewRoad,2,1,24/01/2019 9:47,1,1,18.5,,5938,5189,6.92,,,,,,,,,338.07,146.38,212.98,3.87
201901241110_GW13_AmarooDeep,11,1,24/01/2019 11:10,1,1,16.7,,6765,5770,6.34,,,,,,,,,817.83,59.89,169.11,1.79
201901241303_GW17_DaiseyvaleShallow,15,1,24/01/2019 13:03,1,1,18.1,,2925,2547,6.8,,,,,,,,,232,73.98,107.15,4.58
201901241311_GW18_DaiseyvaleDeep,16,1,24/01/2019 13:11,1,1,15.8,,2507,2069,6.88,,,,,,,,,129.88,72.93,104.57,1.02
201901241337_GW20_MunroeShallow,18,1,24/01/2019 13:37,1,1,16.5,,2871,2401,6.58,,,,,,,,,224.6,66.61,110.11,3.3
201901241514_GW21_DinyahHopes7Deep,19,1,24/01/2019 15:14,1,1,19.7,,4420,3966,6.5,,,,,,,,,594.62,69.11,93.67,0.87
201901241549_GW23_DinyahLaneway,21,1,24/01/2019 15:49,1,1,17.6,,770,663,6.52,,,,,,,,,32.77,20.18,26.12,6.92
201901241613_GW24_DinyahCloseToHouse,22,1,24/01/2019 16:13,1,1,17.4,,6430,5422,5.97,,,,,,,,,99.05,359.47,161.85,21.86
201901241707_GW15_DinyahDeepBerthong,13,1,24/01/2019 17:07,1,1,18.4,,5744,5020,6.36,,,,,,,,,450.9,157.83,233.3,2.83
201901241743_GW07_BrawlinFarFence,5,1,24/01/2019 17:43,1,1,18.2,,16481,14385,6.61,,,,,,,,,2231.35,274.71,575.56,5.76
201901241755_GW06_BrawlinRoad,4,1,24/01/2019 17:55,1,1,18.8,,8068,7102,6.48,,,,,,,,,463.14,217.85,307.94,3.37
201901241808_GW25_BrawlinSpringsInPlantation,23,1,24/01/2019 18:08,1,1,17.1,,11170,9483,6.71,,,,,,,,,1214.18,168.64,269.93,4.59
201901250706_GW19_MunroeDeep,17,1,25/01/2019 7:06,1,1,16.2,,2817,2334,7.07,,,,,,,,,209.49,71.19,104.16,3.46
201901250742_GW22_DinyahHopes7Shallow,20,1,25/01/2019 7:42,1,1,16.8,,9218,7781,6.82,,,,,,,,,1258.14,91.85,223.15,0.55
201901250909_GW10_GlenarchyMiddleArtesian,8,1,25/01/2019 9:09,1,1,17.8,,3838,3306,6.7,,,,,,,,,458.66,37,137.43,0.89
201901250944_GW12_GlenarchyFarField,10,1,25/01/2019 9:44,1,1,18.9,,5241,4614,6.79,,,,,,,,,663.91,50.69,169.61,1.91
201901251001_GW11_GlenarchyCreekShallow,9,1,25/01/2019 10:01,1,1,19.7,,3157,2833,6.6,,,,,,,,,362.22,41.57,107.98,2.46
201903230000_GW08_WavehillAnimallHospital,6,2,23/03/2019 0:00,3,3,,,,,,,,,10.3,1.01,443,602.68,70,173,136,120,2
201903230000_SW01_Coolac,24,2,23/03/2019 0:00,3,3,20.46,,1134.6,,7.97,22,,,3.4,0.79,181,334.28,21,68,46,65,12
201903230000_SW02_HoarseLane,25,2,23/03/2019 0:00,3,3,21.1,,1758,,8.2,18,,,1.8,0.11,281,629.52,40,87,53,155,2
201903230000_SW09_Bongongolong,32,2,23/03/2019 0:00,3,3,22.11,,1187.9,,7.81,16,,,2.2,0.38,190,340.38,0,73,57,55,6
201903230000_SW15_MuttamaCreek,38,2,23/03/2019 0:00,3,3,20.67,,1563.8,,7.73,44,,,4.5,1.4,302,400.16,5,122,96,55,18
201903230000_SW22_ArmoursLane,45,2,23/03/2019 0:00,3,3,20.9,,1232,,7.67,40,,,4,1.23,142,254.98,45,54,40,53,16
201903230000_SW36_NashsLane,59,2,23/03/2019 0:00,3,3,20.96,,1000,,7.86,17,,,0.7,0.11,21,53.68,45,22,14,7,4
201903230000_SW39_CootaTown,62,2,23/03/2019 0:00,3,3,21.3,,1100,,7.69,20,,,1.1,0.2,16,64.66,22,14,14,6,5
201909300000_GW03_Coolac,1,1,30/09/2019 0:00,3,3,,,,,,,,,0.7,0.06,341,396,0,148,28,126,2
201909300000_SW01_Coolac,24,2,30/09/2019 0:00,3,3,,,,,,,,,1,0.18,338,463,40,140,80,118,7
201910010000_GW05_FairviewField,3,1,1/10/2019 0:00,3,3,,,,,,,,,1.5,0.19,1460,468,110,663,243,148,3
201910010000_GW10_GlenarchyMiddleArtesian,8,1,1/10/2019 0:00,3,3,,,,,,,,,8.2,0.1,144,96,15,33,48,22,4
201910010000_GW15_DinyahDeepBerthong,13,1,1/10/2019 0:00,3,3,,,,,,,,,0.6,0.04,1070,459,662,370,425,226,2
201910010000_GW23_DinyahLaneway,21,1,1/10/2019 0:00,3,3,,,,,,,,,3.3,0.32,764,456,137,351,123,130,2
201910010000_SW15_MuttamaCreek,38,2,1/10/2019 0:00,3,3,,,,,,,,,0.6,0.18,498,401,124,224,122,89,6
201910020000_GW18_DaiseyvaleDeep,16,1,2/10/2019 0:00,3,3,,,,,,,,,1.3,0.07,449,419,174,113,200,105,0
201910020000_SW09_Bongongolong,32,2,2/10/2019 0:00,3,3,,,,,,,,,1.3,0.1,192,286,12,79,59,60,5
202103121510_SW09_Bongongalong,32,2,13/03/2021 15:10,3,1,24.76,87.7,942.4,938,7.72,5.58,,,0.7,0.14,138,317.2,7,71,50,45,7
202103121620_SW16_BrawlinRdCreek,39,2,13/03/2021 16:20,3,,22.68,52.2,1011.3,966.6,7.37,6.55,,,1,0.16,111,211.06,164,91,62,37,9
202103130000_SW02_HoarseLane,25,2,13/03/2021 0:00,3,,,,,,,,,,4.8,0.6,86,367.22,20,40,31,75,9
202103130944_SW01_Coolac,24,2,13/03/2021 9:44,3,1,21.16,37.2,1390,1288.4,7.83,15.94,,,0.7,0.18,211,514.84,9,96,63,94,8
202103131352_SW13_Wambidgee,36,2,13/03/2021 13:52,3,1,26.12,18.9,1525,1557.4,7.43,17.71,,,1.3,0.54,267,491.66,1,145,88,60,11
