record_id,site_mut,water_type,datetime,src,qc,temp_field,do_percent_field,do_mg_l_field,spc_field,ec_field,ph_field,orp_field,turbidity_field,cl_field,no3_field,nh4_field,nh3_field,notes_field,field_data_complete,ec_lab,ph_lab,turbidity_lab,tn_mg_l,tp_mg_l,notes_lab,lab_data_complete,q_coolac_ml_day,q_berthong_ml_day,q_jindalee_ml_day,q_coolac_temp,q_coolac_spc,q_coolac_ec,flow_data_complete,cl_mg_l,no2_mg_l,no3_mg_l,br_mg_l,hco3_mg_l,so4_mg_l,po4_mg_l,na_mg_l,ca_mg_l,mg_mg_l,k_mg_l,s_mg_l,major_ions_complete,tds_mg_l,p_mg_l,al_mg_l,fe_mg_l,si_mg_l,ic_mg_l,other_ion_and_salt_data_complete,cl_meq_l,no3_meq_l,hco3_meq_l,so4_meq_l,na_meq_l,ca_meq_l,mg_meq_l,k_meq_l,anion_sum,cation_sum,ion_balance,ionic_balance_check,ion_balance_complete
201209271550_SW16_BrawlinRoadCreek,39,2,27/09/2012 15:50,2,3,15.8,,,2160,,8.01,,,,,,,,0,2240,7.79,15.27,,,,0,,,,,,,0,559.64,,0.56,,,139.18,,233.46,136.45,102.67,13.89,,0,,,0,0.05,,87.73,0,15.79,0.01,,2.9,10.15,6.81,8.45,0.36,18.7,25.77,16,,0
201209271600_SW29_CullingaCreekMain,52,2,27/09/2012 16:00,2,3,20.4,,,1688,,8.64,,,,,,,,0,1685,8.53,1.67,,,,0,,,,,,,0,684.91,,0.4,,,37.54,,143.07,69.48,116.26,3.8,,0,,,0,0.01,,80.25,0,19.32,0.01,,0.78,6.22,3.47,9.57,0.1,20.11,19.36,-2,,0
201209271615_SW28_CullingaCreekEast,51,2,27/09/2012 16:15,2,3,21.7,,,1877,,8.61,,,,,,,,0,1738,8.21,2.22,,,,0,,,,,,,0,578.22,,0.18,,,46.68,,139.31,112.42,116.51,4.73,,0,,,0.01,0.01,,116.5,0,16.31,0,,0.97,6.06,5.61,9.59,0.12,17.28,21.38,11,,0
201209271635_SW15_MuttamaCreek,38,2,27/09/2012 16:35,3,2,15.6,,,1833,,8.36,,,,,,,,0,1841,7.9,10.72,,,,0,,,,,,,0,355.29,,0.25,,422.35,113.98,,197.44,99.28,88.84,9.11,,0,,,0,0.03,,83.13,0,10.02,0.01,6.92,2.37,8.59,4.95,7.31,0.23,19.31,21.08,4,,0
201209271645_SW31_AthloneSouth,54,2,27/09/2012 16:45,2,3,17.5,,,2480,,8.22,,,,,,,,0,2450,7.86,2.67,,,,0,,,,,,,0,639.22,,0.57,,,31.76,,339.68,101.4,83.88,11.16,,0,,,0,0.01,,75.7,0,18.03,0.01,,0.66,14.78,5.06,6.9,0.29,18.7,27.03,18,,0
201209271655_SW07_RomaniEntry,30,2,27/09/2012 16:55,2,3,17.2,,,683,,8.35,,,,,,,,0,729,7.7,5.99,,,,0,,,,,,,0,217.29,,0.05,,,11.73,,86.1,22.01,25.27,4.96,,0,,,0.04,0.27,,34.57,0,6.13,0,,0.24,3.75,1.1,2.08,0.13,6.37,7.06,5,,0
201209271700_SW33_SECootaNorth,56,2,27/09/2012 17:00,2,3,,,,,,,,,,,,,,0,3540,8.05,2.06,,,,0,,,,,,,0,1590.69,,1.42,,,57.94,,321.07,197.24,140.6,17.83,,0,,,0,0,,104.3,0,44.87,0.02,,1.21,13.97,9.84,11.57,0.46,46.1,35.84,-13,,0
201209271710_SW36_NashsLane,59,2,27/09/2012 17:10,2,3,,,,,,,,,,,,,,0,2320,7.92,9.84,,,,0,,,,,,,0,835.08,,0.24,,,185.29,,222.45,141.19,112.81,16.73,,0,,,0.01,0.02,,91.48,0,23.56,0,,3.86,9.68,7.05,9.28,0.43,27.42,26.44,-2,,0
201209280900_SW03_Cootamundry,26,2,28/09/2012 9:00,3,2,,,,,,,,,,,,,,0,2100,7.51,3.49,,,,0,,,,,,,0,895.28,,1.16,,232.34,36.86,,251.55,84.41,66.94,12.86,,0,,,0,0.05,,45.73,0,25.25,0,3.81,0.77,10.94,4.21,5.51,0.33,29.85,20.99,-17,,0
201209281000_SW04_Berthong,27,2,28/09/2012 10:00,3,2,,,,,,,,,,,,,,0,1770,7.82,8.84,,,,0,,,,,,,0,670.22,,0,,309.36,83.52,,199.09,85.62,77.61,12.14,,0,,,0.02,0.04,,60.89,0,18.91,0,5.07,1.74,8.66,4.27,6.39,0.31,25.72,19.63,-13,,0
201209281005_SW11_Glenarchy,34,2,28/09/2012 10:05,2,3,,,,,,,,,,,,,,0,3520,7.96,6.44,,,,0,,,,,,,0,1148.5,,0.12,,,136.02,,412,149.82,124,14.28,,0,,,0.01,0.03,,112.4,0,32.4,0,,2.83,17.92,7.48,10.2,0.37,35.23,35.97,0.98,,0
201209281015_SW12_DinyahMixingFresh,35,2,28/09/2012 10:15,2,3,,,,,,,,,,,,,,0,1193,7.59,12.75,,,,0,,,,,,,0,225.59,,0.22,,,69.61,,126.16,62.77,48.72,11.33,,0,,,0.01,0.06,,45.06,0,6.36,0,,1.45,5.49,3.13,4.01,0.29,7.81,12.92,25,,0
201310020000_SW01_Coolac,24,2,2/10/2013 0:00,3,3,,,,,,,,,,,,,,0,1240,7.91,,0.4,0.1,,0,8.879,,,14.073,1367.7,1066.8,0,199.9,,0.29,,351.36,33.91,,117.3,52.82,71.61,6.81,,0,,,0,0,,,0,5.64,0,5.76,0.71,5.1,2.64,5.89,0.17,12.11,13.8,7,,0
201310030000_SW09_Bongongolong,32,2,3/10/2013 0:00,3,3,,92,,,593,7.68,,15.8,,,,,,0,610,7.56,,1.4,0.06,,0,,,,,,,0,74.64,,0.06,,226.92,6.91,,56.04,26.4,31.44,5.02,,0,,,0,0,,,0,2.11,0,3.72,0.14,2.44,1.32,2.59,0.13,5.97,6.48,4,,0
201310030000_SW15_MuttamaCreek,38,2,3/10/2013 0:00,3,3,15.76,,,,1960,7.98,,7.58,400,,,,,0,2090,7.67,,1.2,0.08,,0,,,,,,,0,409.96,,0,,337.94,124.66,,333.71,56.12,96.85,13.42,,0,,,0,0,,,0,11.56,0,5.54,2.6,14.52,2.8,7.97,0.34,19.7,25.63,13,,0
201310031000_SW01_Coolac,24,2,3/10/2013 10:00,3,2,,,,,,,,,,,,,,0,1240,7.89,,0.5,0.1,,0,8.825,,,14.807,1392.9,1107.2,0,202.19,,0.3,,375.76,33.77,,121.22,45.72,77.38,6.56,,0,,,0,0,,,0,5.7,0,6.16,0.7,5.27,2.28,6.37,0.17,12.56,14.09,6,,0
201310031150_SW02_HoarseLane,25,2,3/10/2013 11:50,3,2,13.98,40,,,1327,8.38,,4.3,150,,,,,0,1370,8.24,,1.6,0,,0,,,,,,,0,156.77,,0.68,,695.4,14.72,,56.43,33.01,102.76,2.37,,0,,,0,0,,,0,4.42,0.01,11.4,0.31,2.45,1.65,8.46,0.06,16.14,12.62,-12,,0
201310040000_SW03_Cootamundry,26,2,4/10/2013 0:00,3,3,13,,,,1665,6.72,,2.4,400,,,,,0,1760,7.36,,0.4,0,,0,,,,,,,0,453.53,,0,,229.36,53.83,,318.22,55.34,46.85,17.79,,0,,,0,0,,,0,12.79,0,3.76,1.12,13.84,2.76,3.86,0.46,17.67,20.92,8,,0
201312021630_GW03_Coolac,1,1,2/12/2013 16:30,1,1,,,,2040,,6.85,,,,,,,,0,,,,,,,0,,,,,,,0,221.65,,3.05,0.75,791,35.67,0,117.82,75.1,127.62,0.81,,0,,,,,,,0,6.25,0.05,12.96,0.74,5.12,3.75,10.5,0.02,20.01,19.39,-2,,0
201312030830_GW04_FairviewRoad,2,1,3/12/2013 8:30,1,1,,,,1670,,6.59,,,,,,,,0,,,,,,,0,,,,,,,0,193.05,,0,0.36,666,5.24,26.31,113.98,129.63,49.42,3.67,,0,,,,,,,0,5.45,0,10.92,0.11,4.96,6.47,4.07,0.09,16.48,15.59,-3,,0
201312030945_GW05_FairviewField,3,1,3/12/2013 9:45,1,1,,,,5970,,6.67,,,,,,,,0,,,,,,,0,,,,,,,0,1541.16,,1.12,6.89,632,61.14,0,727.13,230.58,154.66,2.62,,0,,,,,,,0,43.47,0.02,10.36,1.27,31.63,11.51,12.73,0.07,55.12,55.94,0.99,,0
201312031430_GW06_BrawlinRoad,4,1,3/12/2013 14:30,1,1,,,,6870,,6.63,,,,,,,,0,,,,,,,0,,,,,,,0,1987.19,,0.21,8.19,730,5.15,0,372.8,495.57,221.24,2.48,,0,,,,,,,0,56.06,0,11.96,0.11,16.22,24.73,18.21,0.06,68.13,59.22,-7,,0
201312031500_GW07_BrawlinFarFence,5,1,3/12/2013 15:00,1,1,,,,13510,,6.72,,,,,,,,0,,,,,,,0,,,,,,,0,4571.27,,0.42,14.77,842,1099.55,0,1992.85,570.3,499.57,6.96,,0,,,,,,,0,128.95,0.01,13.8,22.89,86.68,28.46,41.11,0.18,165.65,156.43,-3,,0
201312040830_GW08_WavehillAnimallHospital,6,1,4/12/2013 8:30,1,1,,,,2670,,6.65,,,,,,,,0,,,,,,,0,,,,,,,0,377.74,,5.18,1.17,722,78.65,0,197.46,170.25,125.53,1.71,,0,,,,,,,0,10.66,0.08,11.83,1.64,8.59,8.5,10.33,0.04,24.21,27.46,6,,0
201312041000_GW09_WavehillWindmill,7,1,4/12/2013 10:00,1,1,,,,1630,,7.03,,,,,,,,0,,,,,,,0,,,,,,,0,151.76,,19.44,0.74,569,41.56,0,182.16,64.28,43.95,1.38,,0,,,,,,,0,4.28,0.31,9.33,0.87,7.92,3.21,3.62,0.04,14.8,14.79,0,,0
201312041500_GW10_GlenarchyMiddleArtesian,8,1,4/12/2013 15:00,1,1,,,,3370,,6.53,,,,,,,,0,,,,,,,0,,,,,,,0,597.32,,1.83,2.2,637,132.66,0,398.15,99.18,118.41,1.21,,0,,,,,,,0,16.85,0.03,10.44,2.76,17.32,4.95,9.74,0.03,30.08,32.04,3,,0
201312041615_GW11_GlenarchyCreekShallow,9,1,4/12/2013 16:15,1,1,,,,2950,,6.58,,,,,,,,0,,,,,,,0,,,,,,,0,428.42,,1.63,1.15,647,148.35,0,315.92,106.77,101.66,2.62,,0,,,,,,,0,12.09,0.03,10.6,3.09,13.74,5.33,8.37,0.07,25.81,27.51,3,,0
201312041700_GW12_GlenarchyFarField,10,1,4/12/2013 17:00,1,1,,,,4660,,6.5,,,,,,,,0,,,,,,,0,,,,,,,0,914.73,,1.95,2.73,761,204.37,0,666.32,126.95,146.4,1.94,,0,,,,,,,0,25.8,0.03,12.47,4.26,28.98,6.34,12.05,0.05,42.56,47.42,5,,0
201401291045_GW08_WavehillAnimallHospital,6,1,29/01/2014 10:45,1,1,18.7,,,2520,,7.08,,,,,,,,0,,,,,,,0,,,,,,,0,423.73,,8.67,1.91,705,96.02,0,186.06,170.89,127.93,1.86,,0,,,,,,,0,11.95,0.14,11.55,2,8.09,8.53,10.53,0.05,25.64,27.2,3,,0
201401291130_GW09_WavehillWindmill,7,1,29/01/2014 11:30,1,1,20.1,,,1528,,7.48,,,,,,,,0,,,,,,,0,,,,,,,0,161.74,,21.15,0.65,549,39.41,0,156.31,46.76,32.94,1.84,,0,,,,,,,0,4.56,0.34,9,0.82,6.8,2.33,2.71,0.05,14.72,11.89,-11,,0
201401291220_GW05_FairviewField,3,1,29/01/2014 12:20,1,1,21.5,,,5230,,6.94,,,,,,,,0,,,,,,,0,,,,,,,0,1501.2,,0.95,6.27,590,65.63,0,741.93,258.43,172.68,2.55,,0,,,,,,,0,42.35,0.02,9.67,1.37,32.27,12.9,14.21,0.07,53.41,59.45,5,,0
201401291240_GW04_FairviewRoad,2,1,29/01/2014 12:40,1,1,18.7,,,2720,,6.81,,,,,,,,0,,,,,,,0,,,,,,,0,336.86,,0.15,1.66,549,17.98,3.72,138.26,154.51,66.2,7.54,,0,,,,,,,0,9.5,0,9,0.37,6.01,7.71,5.45,0.19,18.87,19.36,0.98,,0
201401291430_GW07_BrawlinFarFence,5,1,29/01/2014 14:30,1,1,30.8,,,13670,,7.07,,,,,,,,0,,,,,,,0,,,,,,,0,4577.48,,0.25,18.89,925,1162.2,0,1906.41,506.8,473.78,6.75,,0,,,,,,,0,129.12,0,15.16,24.2,82.92,25.29,38.99,0.17,168.48,147.37,-7,,0
201401291450_GW06_BrawlinRoad,4,1,29/01/2014 14:50,1,1,25.3,,,6790,,6.73,,,,,,,,0,,,,,,,0,,,,,,,0,2086.7,,0.08,8.98,712,8.3,0,446.21,528.42,272.81,3.45,,0,,,,,,,0,58.86,0,11.67,0.17,19.41,26.37,22.45,0.09,70.7,68.32,-2,,0
201401291717_GW12_GlenarchyFarField,10,1,29/01/2014 17:17,1,1,18.8,,,4600,,6.92,,,,,,,,0,,,,,,,0,,,,,,,0,974.39,,2.45,3.79,754,210.65,0,615.38,114.11,139.74,1.18,,0,,,,,,,0,27.49,0.04,12.36,4.39,26.77,5.69,11.5,0.03,44.28,43.99,0,,0
201401291750_GW10_GlenarchyMiddleArtesian,8,1,29/01/2014 17:50,1,1,22.4,,,3340,,7.04,,,,,,,,0,,,,,,,0,,,,,,,0,604.76,,1.64,2.01,676,150.18,0,383.25,102.2,117.68,1.1,,0,,,,,,,0,17.06,0.03,11.08,3.13,16.67,5.1,9.68,0.03,31.33,31.48,0,,0
201401291900_GW11_GlenarchyCreekShallow,9,1,29/01/2014 19:00,1,1,20.5,,,2830,,6.98,,,,,,,,0,,,,,,,0,,,,,,,0,441.43,,1.34,1.83,632,151.23,0,241.01,100.85,93.4,2.86,,0,,,,,,,0,12.45,0.02,10.36,3.15,10.48,5.03,7.69,0.07,26,23.27,-6,,0
201401300800_GW13_AmarooDeep,11,1,30/01/2014 8:00,1,1,19.3,,,5760,,6.92,,,,,,,,0,,,,,,,0,,,,,,,0,1701.89,,0.07,3.73,439,154.09,0,842.01,150.83,157.33,2.2,,0,,,,,,,0,48.01,0,7.19,3.21,36.63,7.53,12.95,0.06,58.41,57.17,-1,,0
201401301320_GW03_Coolac,1,1,30/01/2014 13:20,1,1,20.1,,,1980,,7.18,,,,,,,,0,,,,,,,0,,,,,,,0,230.2,,4.69,1.03,856,46.14,0,125.78,95.15,132.2,0.55,,0,,,,,,,0,6.49,0.08,14.03,0.96,5.47,4.75,10.88,0.01,21.56,21.11,-1,,0
201401311100_GW14_DinyahShallowBerthong,12,1,31/01/2014 11:00,1,1,20,,,10310,,7.25,,,,,,,,0,,,,,,,0,,,,,,,0,2846.03,,2.34,15.02,468,1022.27,0,903.2,968.68,330.27,10.23,,0,,,,,,,0,80.28,0.04,7.67,21.28,39.29,48.34,27.18,0.26,109.27,115.07,3,,0
201401311100_GW15_DinyahDeepBerthong,13,1,31/01/2014 11:00,1,1,18.8,,,4690,,6.98,,,,,,,,0,,,,,,,0,,,,,,,0,920.88,,0.38,5.14,681,879.15,0,347.68,372.1,185.9,2.19,,0,,,,,,,0,25.98,0.01,11.16,18.3,15.12,18.57,15.3,0.06,55.45,49.05,-6,,0
201403151045_GW03_Coolac,1,1,15/03/2014 10:45,1,1,19.5,,,1810,,7.1,,,,,,,,0,,,,,,,0,,,,,,,0,250.37,,5.2,1.2,842,49.1,0,120.34,113.77,163.13,0.61,,0,,,,,,,0,7.06,0.08,13.8,1.02,5.23,5.68,13.42,0.02,21.96,24.35,5,,0
201403151450_GW05_FairviewField,3,1,15/03/2014 14:50,1,1,19.9,,,5480,,6.95,,,,,,,,0,,,,,,,0,,,,,,,0,1742.44,,1.3,6.61,627,81.89,0,698.5,231.12,123.79,1.93,,0,,,,,,,0,49.15,0.02,10.28,1.71,30.38,11.53,10.19,0.05,61.16,52.15,-8,,0
201403151530_GW04_FairviewRoad,2,1,15/03/2014 15:30,1,1,18.4,,,4320,,6.68,,,,,,,,0,,,,,,,0,,,,,,,0,1096.73,,0.22,4.5,561,58.35,0,234.74,294.02,153.61,2.5,,0,,,,,,,0,30.94,0,9.19,1.21,10.21,14.67,12.64,0.06,41.34,37.58,-5,,0
201403151715_GW08_WavehillAnimallHospital,6,1,15/03/2014 17:15,1,1,18.4,,,2290,,7.08,,,,,,,,0,,,,,,,0,,,,,,,0,415.53,,7.63,1.3,695,78.39,0,167.44,142.5,155.33,3.24,,0,,,,,,,0,11.72,0.12,11.39,1.63,7.28,7.11,12.78,0.08,24.86,27.25,5,,0
201403151800_GW09_WavehillWindmill,7,1,15/03/2014 18:00,1,1,18.5,,,1370,,7.44,,,,,,,,0,,,,,,,0,,,,,,,0,175.99,,21.45,0.64,512,36.23,0,125.07,98.87,41.95,0.79,,0,,,,,,,0,4.96,0.35,8.39,0.75,5.44,4.93,3.45,0.02,14.45,13.84,-2,,0
201403161000_GW06_BrawlinRoad,4,1,16/03/2014 10:00,1,1,18,,,6210,,6.8,,,,,,,,0,,,,,,,0,,,,,,,0,888.99,,0.58,3.94,754,17.08,0,218.61,396.93,166.1,1.36,,0,,,,,,,0,25.08,0.01,12.36,0.36,9.51,19.81,13.67,0.03,37.81,43.02,6,,0
201403161230_GW13_AmarooDeep,11,1,16/03/2014 12:30,1,1,17.1,,,5300,,6.89,,,,,,,,0,,,,,,,0,,,,,,,0,1613.51,,0.11,3.61,412,145.55,0,831.46,145.24,149.27,1.65,,0,,,,,,,0,45.52,0,6.75,3.03,36.17,7.25,12.28,0.04,55.3,55.74,0,,0
201403211500_GW11_GlenarchyCreekShallow,9,1,21/03/2014 15:00,1,1,22.5,,,2350,,7.2,,,,,,,,0,,,,,,,0,,,,,,,0,488.63,,1.28,1.83,634,139.78,0,310.91,107.54,95.14,2.96,,0,,,,,,,0,13.78,0.02,10.39,2.91,13.52,5.37,7.83,0.08,27.12,26.8,-1,,0
201403211600_GW10_GlenarchyMiddleArtesian,8,1,21/03/2014 16:00,1,1,20,,,2980,,6.97,,,,,,,,0,,,,,,,0,,,,,,,0,628.29,,1.76,2.32,700,145.78,0,397.7,95.08,104.39,1.13,,0,,,,,,,0,17.72,0.03,11.47,3.04,17.3,4.74,8.59,0.03,32.26,30.66,-3,,0
201403211700_GW12_GlenarchyFarField,10,1,21/03/2014 17:00,1,1,18.4,,,3980,,6.91,,,,,,,,0,,,,,,,0,,,,,,,0,990.13,,2.06,3.54,808,213.34,0,589.08,125.72,141.21,1.68,,0,,,,,,,0,27.93,0.03,13.24,4.44,25.62,6.27,11.62,0.04,45.64,43.55,-2,,0
201403211815_GW15_DinyahDeepBerthong,13,1,21/03/2014 18:15,1,1,18.1,,,4340,,6.83,,,,,,,,0,,,,,,,0,,,,,,,0,933.86,,0.07,4.78,722,705.98,0,339.1,396.88,206.35,2.33,,0,,,,,,,0,26.34,0,11.83,14.7,14.75,19.81,16.98,0.06,52.87,51.6,-1,,0
201403211900_GW14_DinyahShallowBerthong,12,1,21/03/2014 19:00,1,1,20.7,,,8490,,7.03,,,,,,,,0,,,,,,,0,,,,,,,0,2704.72,,2.53,17.04,503,834.04,0,966.49,958.64,344.34,9.68,,0,,,,,,,0,76.3,0.04,8.24,17.37,42.04,47.84,28.33,0.25,101.95,118.46,7,,0
201403220930_GW07_BrawlinFarFence,5,1,22/03/2014 9:30,1,1,22.04,,,12720,,6.93,,,,,,,,0,,,,,,,0,,,,,,,0,4526.31,,0.19,17.14,781,1237.37,0,2148.28,597.33,526.57,5.63,,0,,,,,,,0,127.68,0,12.8,25.76,93.44,29.81,43.33,0.14,166.24,166.72,0,,0
201405221540_GW11_GlenarchyCreekShallow,9,1,22/05/2014 15:40,1,1,18.5,,,2280,,7.26,,,,,,,,0,,,,,,,0,,,,,,,0,338.36,,3.61,1.93,673,172.53,0,313.98,110.48,98.86,3.3,,0,,,,,,,0,9.54,0.06,11.03,3.59,13.66,5.51,8.13,0.08,24.22,27.38,6,,0
201405221615_GW10_GlenarchyMiddleArtesian,8,1,22/05/2014 16:15,1,1,17.4,,,2810,,7.14,,,,,,,,0,,,,,,,0,,,,,,,0,708.12,,1.67,3.57,669,134.79,0,426.15,119.05,128.53,1.61,,0,,,,,,,0,19.98,0.03,10.96,2.81,18.54,5.94,10.58,0.04,33.78,35.1,2,,0
201405221705_GW12_GlenarchyFarField,10,1,22/05/2014 17:05,1,1,17.3,,,3790,,7.21,,,,,,,,0,,,,,,,0,,,,,,,0,1118.8,,2.18,5.45,739,207.22,0,652.75,129.72,152.18,2.7,,0,,,,,,,0,31.56,0.04,12.11,4.31,28.39,6.47,12.52,0.07,48.02,47.45,-1,,0
201405230730_GW07_BrawlinFarFence,5,1,23/05/2014 7:30,1,1,17.6,,,12010,,7.41,,,,,,,,0,,,,,,,0,,,,,,,0,4504.28,,0,10.48,996,669.78,0,1760.27,503.88,471.5,11.06,,0,,,,,,,0,127.06,0,16.32,13.95,76.57,25.14,38.8,0.28,157.33,140.79,-6,,0
201405230945_GW06_BrawlinRoad,4,1,23/05/2014 9:45,1,1,17.7,,,5850,,7.11,,,,,,,,0,,,,,,,0,,,,,,,0,1363.72,,0,6.56,752,6.31,0,306.5,423.14,223.3,2.53,,0,,,,,,,0,38.47,0,12.32,0.13,13.33,21.12,18.37,0.06,50.92,52.88,2,,0
201405231140_GW08_WavehillAnimallHospital,6,1,23/05/2014 11:40,1,1,17.4,,,2090,,7.47,,,,,,,,0,,,,,,,0,,,,,,,0,417.78,,7.6,1.99,698,90.18,0,192.24,155.63,139.33,2.75,,0,,,,,,,0,11.79,0.12,11.44,1.88,8.36,7.77,11.47,0.07,25.23,27.67,5,,0
201405231230_GW09_WavehillWindmill,7,1,23/05/2014 12:30,1,1,18.3,,,1070,,7.95,,,,,,,,0,,,,,,,0,,,,,,,0,155.04,,42.76,0.71,468,24.68,4.37,175.27,55.89,42.52,1.36,,0,,,,,,,0,4.37,0.69,7.67,0.51,7.62,2.79,3.5,0.03,13.24,13.94,3,,0
201405231400_GW05_FairviewField,3,1,23/05/2014 14:00,1,1,17.4,,,5140,,7.27,,,,,,,,0,,,,,,,0,,,,,,,0,1974.07,,0.5,9.05,625,84.38,0,773.64,290.92,174.77,2.73,,0,,,,,,,0,55.69,0.01,10.24,1.76,33.65,14.52,14.38,0.07,67.7,62.62,-4,,0
201405231510_GW04_FairviewRoad,2,1,23/05/2014 15:10,1,1,17.2,,,4210,,7.19,,,,,,,,0,,,,,,,0,,,,,,,0,1501.52,,0,7.07,573,65.81,0,323.81,403.12,218.69,5.53,,0,,,,,,,0,42.36,0,9.39,1.37,14.08,20.12,18,0.14,53.12,52.34,-1,,0
201405231620_GW03_Coolac,1,1,23/05/2014 16:20,1,1,17.8,,,1690,,7.05,,,,,,,,0,,,,,,,0,,,,,,,0,286.55,,5.58,1.5,769,44.85,0,131.9,85.68,144.2,0.78,,0,,,,,,,0,8.08,0.09,12.6,0.93,5.74,4.28,11.87,0.02,21.72,21.91,0,,0
201405240905_GW13_AmarooDeep,11,1,24/05/2014 9:05,1,1,16.4,,,4910,,7.04,,,,,,,,0,,,,,,,0,,,,,,,0,1860.16,,0,3.29,386,148.15,0,915.45,155.42,154.69,2.3,,0,,,,,,,0,52.47,0,6.33,3.08,39.82,7.76,12.73,0.06,61.88,60.37,-1,,0
201405241050_GW14_DinyahShallowBerthong,12,1,24/05/2014 10:50,1,1,19.1,,,7900,,7.52,,,,,,,,0,,,,,,,0,,,,,,,0,2836.45,,1.64,6.82,522,707.69,0,906.33,914.55,310.11,13.02,,0,,,,,,,0,80.01,0.03,8.56,14.73,39.42,45.64,25.52,0.33,103.33,110.91,4,,0
201405241130_GW15_DinyahDeepBerthong,13,1,24/05/2014 11:30,1,1,17.3,,,4170,,7.29,,,,,,,,0,,,,,,,0,,,,,,,0,1000.64,,0,5.04,725,957.97,0,443.19,421.52,226.37,4.49,,0,,,,,,,0,28.23,0,11.88,19.95,19.28,21.03,18.63,0.11,60.06,59.05,-1,,0
201407101020_SW01_Coolac,24,2,10/07/2014 10:20,2,3,8,90,,739.9,,7.74,,,,,,,Collected bottles,0,,,,,,,0,51.985,,,8.286,752.5,499.1,0,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,0
201407101120_SW09_Bongongolong,32,2,10/07/2014 11:20,2,3,8.3,90.5,,406,,7.8,,,,,,,Collected bottles,0,,,,,,,0,,,,,,,0,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,0
201407101500_SW05_Cunjegong,28,2,10/07/2014 15:00,2,3,8,94,,829,,7.56,,,,,,,Collected bottles,0,,,,,,,0,,,,,,,0,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,0
201407101700_SW08_SheepStation,31,2,10/07/2014 17:00,2,3,8.8,99.6,,1620,,7.76,,,,,,,Collected bottles,0,,,,,,,0,,,,,,,0,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,0
201407101700_SW15_MuttamaCreek,38,2,10/07/2014 17:00,2,3,8.3,77.4,,961,,7.86,,,,,,,Collected bottles,0,,,,,,,0,,,,,,,0,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,0
201407101730_SW36_NashsLane,59,2,10/07/2014 17:30,2,3,8,53,,1126,,7.57,,,,,,,Collected bottles,0,,,,,,,0,,,,,,,0,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,0
201407111000_SW04_Berthong,27,2,11/07/2014 10:00,2,3,8.4,75,,938,,7.85,,,,,,,Collected bottles,0,,,,,,,0,,,,,,,0,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,0
201407111530_SW02_HoarseLane,25,2,11/07/2014 15:30,2,3,12.2,99.4,,1270,,8.46,,,,,,,Collected bottles,0,,,,,,,0,,,,,,,0,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,0
201407210815_GW04_FairviewRoad,2,1,21/07/2014 8:15,1,1,17,,,4833,,6.89,,,,,,,,0,,,,,,,0,,,,,,,0,1517.29,,1.48,6.04,569,82.82,,320.41,360.82,230.3,3.71,,0,,,,,,,0,42.8,0.02,9.33,1.72,13.94,18.01,18.95,0.09,53.87,50.99,-3,,0
201407211130_GW05_FairviewField,3,1,21/07/2014 11:30,1,1,17.3,,,5730,,7.42,,,,,,,,0,,,,,,,0,,,,,,,0,1771.2,,2.23,7.49,671,84.93,0,740.39,240.87,152.19,2.46,,0,,,,,,,0,49.96,0.04,11,1.77,32.2,12.02,12.52,0.06,62.77,56.8,-5,,0
201407211145_GW09_WavehillWindmill,7,1,21/07/2014 11:45,1,1,17.2,,,810,,7.53,,,,,,,,0,,,,,,,0,,,,,,,0,84.74,,25.95,0.3,290,28.12,0,73.45,39.82,25.13,1,,0,,,,,,,0,2.39,0.42,4.75,0.59,3.19,1.99,2.07,0.03,8.15,7.28,-6,,0
201407211230_GW08_WavehillAnimallHospital,6,1,21/07/2014 12:30,1,1,16.8,,,2326,,7.21,,,,,,,,0,,,,,,,0,,,,,,,0,418.23,,9,1.48,698,81.08,0,199.23,145.98,103.53,1.74,,0,,,,,,,0,11.8,0.15,11.44,1.69,8.67,7.28,8.52,0.04,25.1,24.51,-1,,0
201407211415_GW03_Coolac,1,1,21/07/2014 14:15,1,1,18.1,,,2100,,7.21,,,,,,,,0,,,,,,,0,,,,,,,0,274.83,,5.29,1.23,830,43.92,0,132.17,79.02,146.24,0.6,,0,,,,,,,0,7.75,0.09,13.6,0.91,5.75,3.94,12.03,0.02,22.35,21.74,-1,,0
201407211500_SW01_Coolac,24,2,21/07/2014 15:00,2,3,7.8,,10.76,455.1,305.3,8.35,,,,,,,,0,,,,,,,0,200.693,,,6.922,473.2,301,0,,,,,129.32,,,,,,,,0,,,,,,,0,,,2.12,,,,,,2.12,,,,0
201407211545_SW02_HoarseLane,25,2,21/07/2014 15:45,2,3,11.2,,10.76,1290,949,8.56,,,,,,,,0,,,,,,,0,,,,,,,0,,,,,583.16,,,,,,,,0,,,,,,,0,,,9.56,,,,,,9.56,,,,0
