record_id,site_mut,water_type,datetime,src,qc,temp_field,do_percent_field,do_mg_l_field,spc_field,ec_field,ph_field,orp_field,turbidity_field,cl_field,no3_field,nh4_field,nh3_field,notes_field,field_data_complete,ec_lab,ph_lab,turbidity_lab,tn_mg_l,tp_mg_l,notes_lab,lab_data_complete,q_coolac_ml_day,q_berthong_ml_day,q_jindalee_ml_day,q_coolac_temp,q_coolac_spc,q_coolac_ec,flow_data_complete,cl_mg_l,no2_mg_l,no3_mg_l,br_mg_l,hco3_mg_l,so4_mg_l,po4_mg_l,na_mg_l,ca_mg_l,mg_mg_l,k_mg_l,s_mg_l,major_ions_complete,tds_mg_l,p_mg_l,al_mg_l,fe_mg_l,si_mg_l,ic_mg_l,other_ion_and_salt_data_complete,cl_meq_l,no3_meq_l,hco3_meq_l,so4_meq_l,na_meq_l,ca_meq_l,mg_meq_l,k_meq_l,anion_sum,cation_sum,ion_balance,ionic_balance_check,ion_balance_complete
201106230000_SW04_Berthong,27,2,23/06/2011 0:00,2,3,,,,,,,,,,,,,,0,3600,7.86,4.11,,,,0,,,,,,,0,1281.64,,1.16,,,279.17,,453.98,150.23,133.57,15.03,,0,,,0.02,0.02,,91.32,0,36.15,0.02,,5.81,19.75,7.5,10.99,0.38,41.98,38.62,-4,,0
201106230000_SW05_Cunjegong,28,2,23/06/2011 0:00,2,3,,,,,,,,,,,,,,0,1920,7.92,5.47,,,,0,,,,,,,0,884.41,,0.65,,,41.62,,235.59,70.73,54.37,7.41,,0,,,0.02,0.02,,34.61,0,24.95,0.01,,0.87,10.25,3.53,4.47,0.19,25.83,18.44,-17,,0
201106230000_SW07_RomaniEntry,30,2,23/06/2011 0:00,2,3,,,,,,,,,,,,,,0,1026,7.61,2.47,,,maroon esky,0,,,,,,,0,285.99,,0.16,,,15.93,,114.74,38.86,27.97,4.69,,0,,,0.01,0.01,,,0,8.07,0,,0.33,4.99,1.94,2.3,0.12,8.4,9.35,5,,0
201106230000_SW08_SheepStation,31,2,23/06/2011 0:00,2,3,,,,,,,,,,,,,,0,5230,7.88,2.7,,,,0,,,,,,,0,3761.19,,4.44,,,118.6,,590.86,321.02,176.87,15.53,,0,,,0.02,0.01,,102.8,0,106.1,0.07,,2.47,25.7,16.02,14.55,0.4,108.64,56.67,-31,,0
201106230000_SW09_Bongongolong,32,2,23/06/2011 0:00,2,3,,,,,,,,,,,,,,0,1023,7.88,5.67,,,maroon esky,0,,,,,,,0,187.25,,0.17,,,13.13,,63.02,46.92,59.9,3.81,,0,,,0.01,0.02,,,0,5.28,0,,0.27,2.74,2.34,4.93,0.1,5.55,10.11,29,,0
201106230000_SW11_Glenarchy,34,2,23/06/2011 0:00,2,3,,,,,,,,,,,,,,0,3060,7.57,4.54,,,maroon esky,0,,,,,,,0,938.46,,0.85,,,172.13,,383.06,121.26,111.01,10.5,,0,,,0.03,0.02,,,0,26.47,0.01,,3.58,16.66,6.05,9.13,0.27,30.06,32.11,3,,0
201106230000_SW12_DinyahMixingFresh,35,2,23/06/2011 0:00,2,3,,,,,,,,,,,,,,0,970,7.21,1.71,,,maroon esky,0,,,,,,,0,256.12,,0.3,,,9.89,,96.58,51.83,25.57,13.76,,0,,,0.01,0.02,,,0,7.22,0,,0.21,4.2,2.59,2.1,0.35,7.43,9.24,11,,0
201106230000_SW13_Wambidgee,36,2,23/06/2011 0:00,2,3,,,,,,,,,,,,,,0,2210,7.48,6.73,,,maroon esky,0,,,,,,,0,540.57,,0.52,,,124.76,,224.36,112.52,89.06,7.5,,0,,,0.02,0.02,,,0,15.25,0.01,,2.6,9.76,5.62,7.33,0.19,17.86,22.9,12,,0
201106230000_SW14_FairviewCreek,37,2,23/06/2011 0:00,2,3,,,,,,,,,,,,,,0,3320,7.84,2.03,,,maroon esky,0,,,,,,,0,913.64,,1.17,,,140.56,,254.45,109.8,235.32,12.73,,0,,,0.02,0.03,,,0,25.77,0.02,,2.93,11.07,5.48,19.36,0.33,28.72,36.24,12,,0
201106230000_SW15_MuttamaCreek,38,2,23/06/2011 0:00,2,3,,,,,,,,,,,,,,0,2370,7.64,2.04,,,maroon esky,0,,,,,,,0,594.68,,0.61,,,173.09,,248.27,127.57,95.93,7.1,,0,,,0.02,0.01,,,0,16.78,0.01,,3.6,10.8,6.37,7.89,0.18,20.39,25.24,11,,0
201106230000_SW16_BrawlinRoadCreek,39,2,23/06/2011 0:00,2,3,,,,,,,,,,,,,,0,2180,7.47,10.39,,,maroon esky,0,,,,,,,0,388.18,,0.35,,,403.36,,224.32,136.59,90.54,10.44,,0,,,0.01,0.02,,,0,10.95,0.01,,8.4,9.76,6.82,7.45,0.27,19.36,24.3,11,,0
201106230000_SW18_Tarkarella,41,2,23/06/2011 0:00,2,3,,,,,,,,,,,,,,0,1086,7.08,12.76,,,maroon esky,0,,,,,,,0,139.77,,0.09,,,36.78,,105.67,27.7,49.48,3.57,,0,,,0.02,0.02,,,0,3.94,0,,0.77,4.6,1.38,4.07,0.09,4.71,10.14,37,,0
201106230000_SW22_ArmoursLane,45,2,23/06/2011 0:00,2,3,,,,,,,,,,,,,,0,1959,7.61,7.88,,,maroon esky,0,,,,,,,0,4577.06,,3.42,,,987.64,,184.11,95.69,103.44,5.98,,0,,,0.02,0.01,,,0,129.11,0.06,,20.56,8.01,4.78,8.51,0.15,149.73,21.45,-75,,0
201106230000_SW23_BongongolongHeadwater,46,2,23/06/2011 0:00,2,3,,,,,,,,,,,,,,0,673,7.39,17.63,,,maroon esky,0,,,,,,,0,135.78,,0.09,,,3.35,,61.05,24.77,21.04,5.05,,0,,,0.16,0.16,,,0,3.83,0,,0.07,2.66,1.24,1.73,0.13,3.9,5.76,19,,0
201106230000_SW24_YammtreeMid,47,2,23/06/2011 0:00,2,3,,,,,,,,,,,,,,0,1183,7.32,3.99,,,maroon esky,0,,,,,,,0,278.98,,0.19,,,6.52,,100.69,64.86,37.85,7.55,,0,,,0.01,0.02,,,0,7.87,0,,0.14,4.38,3.24,3.11,0.19,8.01,10.92,15,,0
201106230000_SW25_BurraCreekNorth,48,2,23/06/2011 0:00,2,3,,,,,,,,,,,,,,0,908,7.6,0.85,,,maroon esky,0,,,,,,,0,252.65,,0.16,,,9.59,,64.92,34.7,28.03,4.43,,0,,,0.02,0.01,,,0,7.13,0,,0.2,2.82,1.73,2.31,0.11,7.33,6.97,-3,,0
201106230000_SW30_AthloneNorth,53,2,23/06/2011 0:00,2,3,,,,,,,,,,,,,,0,3950,7.15,2.14,,,maroon esky,0,,,,,,,0,1335.68,,1.55,,,23.78,,273.4,300.67,160.26,26.02,,0,,,0.02,0.02,,,0,37.68,0.02,,0.5,11.89,15,13.19,0.67,38.2,40.75,3,,0
201106230000_SW31_AthloneSouth,54,2,23/06/2011 0:00,2,3,,,,,,,,,,,,,,0,2810,7.58,1.06,,,maroon esky,0,,,,,,,0,812.62,,0.8,,,61.91,,415.11,96.43,75.06,13.62,,0,,,0.02,0.02,,,0,22.92,0.01,,1.29,18.06,4.81,6.18,0.35,24.22,29.4,10,,0
201106230000_SW35_BradmanOval,58,2,23/06/2011 0:00,2,3,,,,,,,,,,,,,,0,1684,7.53,7.24,,,maroon esky,0,,,,,,,0,233.45,,0.1,,,37.77,,161.57,46.74,33.07,36.15,,0,,,0.03,0.05,,,0,6.59,0,,0.79,7.03,2.33,2.72,0.92,7.38,13,28,,0
201107250000_SW01_Coolac,24,2,25/07/2011 0:00,2,3,,,,,,,,,,,,,,0,1382,8.02,9.33,,,,0,24.98,,,8.083,1259.9,850.7,0,334.7,,0.27,,,53.43,,127.84,58.19,70.53,4.58,,0,,,0.01,0.02,,68.68,0,9.44,0,,1.11,5.56,2.9,5.8,0.12,10.55,14.38,15,,0
201107250000_SW03_Cootamundry,26,2,25/07/2011 0:00,2,3,,,,,,,,,,,,,,0,2120,7.83,3.64,,,,0,,,,,,,0,1203.44,,1.01,,,76.76,,218.13,99.76,63.51,10.26,,0,,,0.02,0.02,,28.39,0,33.95,0.02,,1.6,9.49,4.98,5.23,0.26,35.57,19.96,-28,,0
201107250000_SW05_Cunjegong,28,2,25/07/2011 0:00,2,3,,,,,,,,,,,,,,0,1608,8.11,5.85,,,,0,,,,,,,0,816.26,,0.65,,,38.82,,192.12,52.77,40.77,5.25,,0,,,0.02,0.01,,33.08,0,23.03,0.01,,0.81,8.36,2.63,3.35,0.13,23.85,14.47,-24,,0
201107250000_SW08_SheepStation,31,2,25/07/2011 0:00,2,3,,,,,,,,,,,,,,0,4120,7.97,1.6,,,,0,,,,,,,0,1730.15,,2.03,,,65.19,,472.13,260.38,138.53,12.45,,0,,,0.01,0.02,,87.37,0,48.81,0.03,,1.36,20.54,12.99,11.4,0.32,50.2,45.25,-5,,0
201107251030_SW02_HoarseLane,25,2,25/07/2011 10:30,2,3,,,,,,,,,,,,,,0,1347,8.17,1.91,,,,0,,,,,,,0,173.43,,0.09,,,17.45,,58.47,37.99,190.41,2.16,,0,,,0.02,0.02,,130.8,0,4.89,0,,0.36,2.54,1.9,15.67,0.06,5.25,20.17,59,,0
201108180023_SW05_Cunjegong_AS1,28,3,18/08/2011 0:23,2,3,,,,,,,,,,,,,,0,,,,,,from floris spot sample folder,0,,,,,,,0,289.04,,,,,15.41,,,,,,,0,,,,,,,0,8.15,,,0.32,,,,,8.47,,,,0
201108180153_SW05_Cunjegong_AS2,28,3,18/08/2011 1:53,2,3,,,,,,,,,,,,,,0,,,,,,from floris spot sample folder,0,,,,,,,0,169.22,,0.53,,,9.48,,,,,,,0,,,,,,,0,4.77,0.01,,0.2,,,,,4.98,,,,0
201108180453_SW05_Cunjegong_AS4,28,3,18/08/2011 4:53,2,3,,,,,,,,,,,,,,0,,,,,,from floris spot sample folder,0,,,,,,,0,108.44,,20.44,,,7.59,,,,,,,0,,,,,,,0,3.06,0.33,,0.16,,,,,3.55,,,,0
201108180819_SW01_Coolac_AS1,24,3,18/08/2011 8:19,2,3,,,,,,,,,,,,,,0,,,,,,from floris spot sample folder,0,599.514,,,10.3,1013,724,0,77.17,,10.18,,,,,,,,,,0,,,,,,,0,2.18,0.16,,,,,,,2.34,,,,0
201108181053_SW05_Cunjegong_AS8,28,3,18/08/2011 10:53,2,3,,,,,,,,,,,,,,0,,,,,,from floris spot sample folder,0,,,,,,,0,69.45,,0.19,,,4.45,,,,,,,0,,,,,,,0,1.96,0,,0.09,,,,,2.05,,,,0
201108181119_SW01_Coolac_AS2,24,3,18/08/2011 11:19,2,3,,,,,,,,,,,,,,0,,,,,,from floris spot sample folder,0,2044.2,,,10.2,288,205,0,65.41,,10.17,,,,,,,,,,0,,,,,,,0,1.85,0.16,,,,,,,2.01,,,,0
201108181223_SW05_Cunjegong_AS9,28,3,18/08/2011 12:23,2,3,,,,,,,,,,,,,,0,,,,,,from floris spot sample folder,0,,,,,,,0,63.96,,0.44,,,4.64,,,,,,,0,,,,,,,0,1.8,0.01,,0.1,,,,,1.91,,,,0
201108181249_SW01_Coolac_AS3,24,3,18/08/2011 12:49,2,3,,,,,,,,,,,,,,0,,,,,,from floris spot sample folder,0,3398.963,,,10.1,157,112,0,59.85,,11.18,,,,,,,,,,0,,,,,,,0,1.69,0.18,,,,,,,1.87,,,,0
201108181419_SW01_Coolac_AS4,24,3,18/08/2011 14:19,2,3,,,,,,,,,,,,,,0,,,,,,from floris spot sample folder,0,3394.316,,,10.3,112,80,0,37.18,,9.71,,,,,,,,,,0,,,,,,,0,1.05,0.16,,,,,,,1.21,,,,0
201108181523_SW05_Cunjegong_AS11,28,3,18/08/2011 15:23,2,3,,,,,,,,,,,,,,0,,,,,,from floris spot sample folder,0,,,,,,,0,54.51,,0.09,,,3.87,,,,,,,0,,,,,,,0,1.54,0,,0.08,,,,,1.62,,,,0
201108181549_SW01_Coolac_AS5,24,3,18/08/2011 15:49,2,3,,,,,,,,,,,,,,0,,,,,,from floris spot sample folder,0,2885.563,,,10.2,104,74,0,29.7,,9.34,,,,,,,,,,0,,,,,,,0,0.84,0.15,,,,,,,0.99,,,,0
201108181653_SW05_Cunjegong_AS12,28,3,18/08/2011 16:53,2,3,,,,,,,,,,,,,,0,,,,,,from floris spot sample folder,0,,,,,,,0,54.2,,0.2,,,3.59,,,,,,,0,,,,,,,0,1.53,0,,0.07,,,,,1.6,,,,0
201108181702_SW05_Cunjegong_AS13,28,3,18/08/2011 17:02,2,3,,,,,,,,,,,,,,0,,,,,,from floris spot sample folder,0,,,,,,,0,50.16,,2.02,,,3.93,,,,,,,0,,,,,,,0,1.41,0.03,,0.08,,,,,1.52,,,,0
201108181719_SW01_Coolac_AS6,24,3,18/08/2011 17:19,2,3,,,,,,,,,,,,,,0,,,,,,from floris spot sample folder,0,2416.75,,,10.1,106,75,0,18.43,,7.53,,,,,,,,,,0,,,,,,,0,0.52,0.12,,,,,,,0.64,,,,0
201108181849_SW01_Coolac_AS7,24,3,18/08/2011 18:49,2,3,,,,,,,,,,,,,,0,,,,,,from floris spot sample folder,0,2060.597,,,10,113,80,0,15.25,,7.21,,,,,,,,,,0,,,,,,,0,0.43,0.12,,,,,,,0.55,,,,0
201108182019_SW01_Coolac_AS8,24,3,18/08/2011 20:19,2,3,,,,,,,,,,,,,,0,,,,,,from floris spot sample folder,0,1805.156,,,9.9,123,87,0,17.96,,7.36,,,,,,,,,,0,,,,,,,0,0.51,0.12,,,,,,,0.63,,,,0
201108182149_SW01_Coolac_AS9,24,3,18/08/2011 21:49,2,3,,,,,,,,,,,,,,0,,,,,,from floris spot sample folder,0,1690.844,,,9.8,146,103,0,23.86,,8.22,,,,,,,,,,0,,,,,,,0,0.67,0.13,,,,,,,0.8,,,,0
201108182319_SW01_Coolac_AS10,24,3,18/08/2011 23:19,2,3,,,,,,,,,,,,,,0,,,,,,from floris spot sample folder,0,2139.784,,,9.8,423,298,0,21.64,,8.59,,,,,,,,,,0,,,,,,,0,0.61,0.14,,,,,,,0.75,,,,0
201108190049_SW01_Coolac_AS11,24,3,19/08/2011 0:49,2,3,,,,,,,,,,,,,,0,,,,,,from floris spot sample folder,0,2885.563,,,9.7,783,552,0,19.94,,7.55,,,,,,,,,,0,,,,,,,0,0.56,0.12,,,,,,,0.68,,,,0
201108190058_SW01_Coolac_AS12,24,3,19/08/2011 0:58,2,3,,,,,,,,,,,,,,0,,,,,,from floris spot sample folder,0,2924.356,,,9.7,698,492,0,29.71,,7.23,,,,,,,,,,0,,,,,,,0,0.84,0.12,,,,,,,0.96,,,,0
201108190219_SW01_Coolac_AS13,24,3,19/08/2011 2:19,2,3,,,,,,,,,,,,,,0,,,,,,from floris spot sample folder,0,2967.881,,,9.9,439,310,0,20.61,,6.59,,,,,,,,,,0,,,,,,,0,0.58,0.11,,,,,,,0.69,,,,0
201108190349_SW01_Coolac_AS14,24,3,19/08/2011 3:49,2,3,,,,,,,,,,,,,,0,,,,,,from floris spot sample folder,0,2834.394,,,9.9,293,207,0,23.19,,6.72,,,,,,,,,,0,,,,,,,0,0.65,0.11,,,,,,,0.76,,,,0
201108190502_SW05_Cunjegong_AS19,28,3,19/08/2011 5:02,2,3,,,,,,,,,,,,,,0,,,,,,from floris spot sample folder,0,,,,,,,0,50.54,,1.13,,,4.35,,,,,,,0,,,,,,,0,1.43,0.02,,0.09,,,,,1.54,,,,0
201108190649_SW01_Coolac_AS15,24,3,19/08/2011 6:49,2,3,,,,,,,,,,,,,,0,,,,,,from floris spot sample folder,0,2466.484,,,9.7,231,162,0,27.07,,7.4,,,,,,,,,,0,,,,,,,0,0.76,0.12,,,,,,,0.88,,,,0
201108190658_SW01_Coolac_AS16,24,3,19/08/2011 6:58,2,3,,,,,,,,,,,,,,0,,,,,,from floris spot sample folder,0,2439.617,,,9.7,231,162,0,45.97,,7.01,,,,,,,,,,0,,,,,,,0,1.3,0.11,,,,,,,1.41,,,,0
201108191102_SW05_Cunjegong_AS20,28,3,19/08/2011 11:02,2,3,,,,,,,,,,,,,,0,,,,,,from floris spot sample folder,0,,,,,,,0,56.4,,1.09,,,4.74,,,,,,,0,,,,,,,0,1.59,0.02,,0.1,,,,,1.71,,,,0
201108191258_SW01_Coolac_AS17,24,3,19/08/2011 12:58,2,3,,,,,,,,,,,,,,0,,,,,,from floris spot sample folder,0,1830.559,,,10.2,293,208,0,63.02,,7.06,,,,,,,,,,0,,,,,,,0,1.78,0.11,,,,,,,1.89,,,,0
201108192302_SW05_Cunjegong_AS22,28,3,19/08/2011 23:02,2,3,,,,,,,,,,,,,,0,,,,,,from floris spot sample folder,0,,,,,,,0,69.55,,0.29,,,5.66,,,,,,,0,,,,,,,0,1.96,0,,0.12,,,,,2.08,,,,0
201108200058_SW01_Coolac_AS18,24,3,20/08/2011 0:58,2,3,,,,,,,,,,,,,,0,,,,,,from floris spot sample folder,0,1164.913,,,10.3,346,247,0,72.97,,6.54,,,,,,,,,,0,,,,,,,0,2.06,0.11,,,,,,,2.17,,,,0
201108201102_SW05_Cunjegong_AS24,28,3,20/08/2011 11:02,2,3,,,,,,,,,,,,,,0,,,,,,from floris spot sample folder,0,,,,,,,0,81.23,,0.09,,,6.45,,,,,,,0,,,,,,,0,2.29,0,,0.13,,,,,2.42,,,,0
201108201258_SW01_Coolac_AS19,24,3,20/08/2011 12:58,2,3,,,,,,,,,,,,,,0,,,,,,from floris spot sample folder,0,761.547,,,11,376,273,0,93.59,,6.49,,,,,,,,,,0,,,,,,,0,2.64,0.1,,,,,,,2.74,,,,0
201108300000_SW01_Coolac,24,2,30/08/2011 0:00,2,3,,,,,,,,,,,,,,0,,,,,,(from floris' spot sample folder),0,66.877,,,10.893,948.1,687.8,0,206,,,,,41.1,,,,,,,0,,,,,,,0,5.81,,,0.86,,,,,6.67,,,,0
201108300000_SW02_HoarseLane_AS1,25,3,30/08/2011 0:00,2,3,,,,,,,,,,,,,,0,797,,645,,,autosample bottle 1,0,,,,,,,0,140.8,,18.75,,,19.82,,30.59,26.2,82.94,5.28,,0,,,0.02,0.02,,,0,3.97,0.3,,0.41,1.33,1.31,6.82,0.14,4.68,9.6,34,,0
201108300000_SW02_HoarseLane_AS3,25,3,30/08/2011 0:00,2,3,,,,,,,,,,,,,,0,675,,1110,,,autosample bottle 3,0,,,,,,,0,71.28,,11.98,,,10.85,,26.25,19.52,67.79,5.37,,0,,,0.02,0.02,,,0,2.01,0.19,,0.23,1.14,0.97,5.58,0.14,2.43,7.83,53,,0
201108300000_SW02_HoarseLane_AS4,25,3,30/08/2011 0:00,2,3,,,,,,,,,,,,,,0,612,,7.037,,,autosample bottle 4,0,,,,,,,0,76.93,,15.05,,,11.83,,28.49,19.71,54.6,5.21,,0,,,0.03,0.02,,,0,2.17,0.24,,0.25,1.24,0.98,4.49,0.13,2.66,6.84,44,,0
201108300000_SW02_HoarseLane_AS5,25,3,30/08/2011 0:00,2,3,,,,,,,,,,,,,,0,449,,1873,,,autosample bottle 5,0,,,,,,,0,44.34,,12.21,,,8.32,,19.76,15.84,37.57,4.65,,0,,,0.02,0.02,,,0,1.25,0.2,,0.17,0.86,0.79,3.09,0.12,1.62,4.86,50,,0
201108300000_SW02_HoarseLane_AS6,25,3,30/08/2011 0:00,2,3,,,,,,,,,,,,,,0,377,,2049,,,autosample bottle 6,0,,,,,,,0,32.55,,11.68,,,6.97,,18.11,15.02,29.14,4.41,,0,,,0.02,0.03,,,0,0.92,0.19,,0.15,0.79,0.75,2.4,0.11,1.26,4.05,53,,0
201108300000_SW02_HoarseLane_AS7,25,3,30/08/2011 0:00,2,3,,,,,,,,,,,,,,0,290,,1751,,,autosample bottle 7,0,,,,,,,0,20.41,,8.99,,,5.05,,13.24,13.07,20.95,3.94,,0,,,0.02,0.02,,,0,0.58,0.14,,0.11,0.58,0.65,1.72,0.1,0.83,3.05,57,,0
201108300000_SW02_HoarseLane_AS8,25,3,30/08/2011 0:00,2,3,,,,,,,,,,,,,,0,250,,1475,,,autosample bottle 8,0,,,,,,,0,15.41,,8.42,,,4.74,,10.83,10.69,16.67,3.86,,0,,,0.02,0.02,,,0,0.43,0.14,,0.1,0.47,0.53,1.37,0.1,0.67,2.47,57,,0
201108300000_SW02_HoarseLane_AS9,25,3,30/08/2011 0:00,2,3,,,,,,,,,,,,,,0,269,,1249,,,autosample bottle 9,0,,,,,,,0,18.61,,8.4,,,5.78,,11.91,11.25,19.76,3.68,,0,,,0.06,0.05,,,0,0.52,0.14,,0.12,0.52,0.56,1.63,0.09,0.78,2.8,56,,0
201108300000_SW02_HoarseLane_AS10,25,3,30/08/2011 0:00,2,3,,,,,,,,,,,,,,0,321,,1503,,,autosample bottle 10,0,,,,,,,0,30.48,,11.92,,,6.52,,15.09,12.75,22.67,3.91,,0,,,0.02,0.02,,,0,0.86,0.19,,0.14,0.66,0.64,1.87,0.1,1.19,3.27,47,,0
201108300000_SW02_HoarseLane_AS11,25,3,30/08/2011 0:00,2,3,,,,,,,,,,,,,,0,319,,1925,,,autosample bottle 11,0,,,,,,,0,26.35,,11.09,,,5.49,,15.99,13.68,21.53,4.13,,0,,,0.02,0.02,,,0,0.74,0.18,,0.11,0.7,0.68,1.77,0.11,1.03,3.26,52,,0
201108300000_SW02_HoarseLane_AS12,25,3,30/08/2011 0:00,2,3,,,,,,,,,,,,,,0,303,,1779,,,autosample bottle 12,0,,,,,,,0,26.7,,11.23,,,5.73,,14.19,12.6,21.71,3.95,,0,,,0.04,0.03,,,0,0.75,0.18,,0.12,0.62,0.63,1.79,0.1,1.05,3.14,50,,0
201108300000_SW02_HoarseLane_AS13,25,3,30/08/2011 0:00,2,3,,,,,,,,,,,,,,0,315,,1326,,,autosample bottle 13,0,,,,,,,0,23.05,,7.9,,,4.81,,14.27,11.98,21.28,3.98,,0,,,0.03,0.04,,,0,0.65,0.13,,0.1,0.62,0.6,1.75,0.1,0.88,3.07,55,,0
201108300000_SW02_HoarseLane_AS14,25,3,30/08/2011 0:00,2,3,,,,,,,,,,,,,,0,320,,983.7,,,autosample bottle 14,0,,,,,,,0,25.49,,8.6,,,4.91,,15.6,13.05,23.84,3.97,,0,,,0.03,0.04,,,0,0.72,0.14,,0.1,0.68,0.65,1.96,0.1,0.96,3.39,56,,0
201108300000_SW02_HoarseLane_AS16,25,3,30/08/2011 0:00,2,3,,,,,,,,,,,,,,0,385,,985.3,,,autosample bottle 16,0,,,,,,,0,28.89,,8.62,,,5.38,,17.63,14.5,32.04,4.68,,0,,,0.05,0.04,,,0,0.81,0.14,,0.11,0.77,0.72,2.64,0.12,1.06,4.25,60,,0
201108300000_SW02_HoarseLane_AS17,25,3,30/08/2011 0:00,2,3,,,,,,,,,,,,,,0,393,,721.2,,,autosample bottle 17,0,,,,,,,0,30.93,,7.83,,,5.85,,18.03,14.75,33.99,4.68,,0,,,0.03,0.04,,,0,0.87,0.13,,0.12,0.78,0.74,2.8,0.12,1.12,4.44,60,,0
201108300000_SW02_HoarseLane_AS18,25,3,30/08/2011 0:00,2,3,,,,,,,,,,,,,,0,542,,370.5,,,autosample bottle 18,0,,,,,,,0,48.13,,6.95,,,7.65,,24.85,18.54,51.77,4.93,,0,,,0.02,0.03,,,0,1.36,0.11,,0.16,1.08,0.93,4.26,0.13,1.63,6.4,59,,0
201108300000_SW02_HoarseLane_AS19,25,3,30/08/2011 0:00,2,3,,,,,,,,,,,,,,0,666,,178.9,,,autosample bottle 19,0,,,,,,,0,65.75,,6.79,,,9.39,,31.85,22.27,67.13,4.74,,0,,,0.02,0.02,,,0,1.85,0.11,,0.2,1.39,1.11,5.52,0.12,2.16,8.14,58,,0
201108300000_SW02_HoarseLane_AS21,25,3,30/08/2011 0:00,2,3,,,,,,,,,,,,,,0,823,,88.81,,,autosample bottle 21,0,,,,,,,0,86.96,,6.58,,,11.19,,38.96,26.4,86.05,4.34,,0,,,0.02,0.03,,,0,2.45,0.11,,0.23,1.69,1.32,7.08,0.11,2.79,10.2,57,,0
201108300000_SW02_HoarseLane_AS23,25,3,30/08/2011 0:00,2,3,,,,,,,,,,,,,,0,942,,67.07,,,autosample bottle 23,0,,,,,,,0,105.86,,6.73,,,12.55,,43.4,29.61,100.64,4.03,,0,,,0.02,0.02,,,0,2.99,0.11,,0.26,1.89,1.48,8.28,0.1,3.36,11.75,56,,0
201108300000_SW03_Cootamundry,26,2,30/08/2011 0:00,2,3,,,,,,,,,,,,,,0,,,,,,(from floris' spot sample folder),0,,,,,,,0,628,,,,,71,,,,,,,0,,,,,,,0,17.72,,,1.48,,,,,19.2,,,,0
201108300000_SW05_Cunjegong,28,2,30/08/2011 0:00,2,3,,,,,,,,,,,,,,0,,,,,,(from floris' spot sample folder),0,,,,,,,0,235,,,,,18.7,,,,,,,0,,,,,,,0,6.63,,,0.39,,,,,7.02,,,,0
201108300000_SW08_SheepStation,31,2,30/08/2011 0:00,2,3,,,,,,,,,,,,,,0,,,,,,(from floris' spot sample folder),0,,,,,,,0,733,,,,,43.1,,,,,,,0,,,,,,,0,20.68,,,0.9,,,,,21.58,,,,0
201108300000_SW36_NashsLane,59,2,30/08/2011 0:00,2,3,,,,,,,,,,,,,,0,,,,,,(from floris' spot sample folder),0,,,,,,,0,188,,,,,16.3,,,,,,,0,,,,,,,0,5.3,,,0.34,,,,,5.64,,,,0
201108301015_SW01_Coolac,24,2,30/08/2011 10:15,2,3,,,,,,,,,,,,,,0,,,,,,,0,66.877,,,10.893,948.1,687.8,0,177.83,,2,,,30.88,,,,,,,0,,,,,,56.9,0,5.02,0.03,,0.64,,,,,5.69,,,,0
201108301208_SW02_HoarseLane,25,2,30/08/2011 12:08,2,3,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,0,158.21,,5.78,,,16.2,,,,,,,0,,,,,,143.6,0,4.46,0.09,,0.34,,,,,4.89,,,,0
201108301305_SW08_SheepStation,31,2,30/08/2011 13:05,2,3,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,0,725.79,,,,,33.3,,,,,,,0,,,,,,67.27,0,20.47,,,0.69,,,,,21.16,,,,0
201108301345_SW05_Cunjegong,28,2,30/08/2011 13:45,2,3,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,0,202.7,,0.63,,,13.58,,,,,,,0,,,,,,29.8,0,5.72,0.01,,0.28,,,,,6.01,,,,0
201108301526_SW03_Cootamundry,26,2,30/08/2011 15:26,2,3,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,0,612.57,,0.34,,,50.75,,,,,,,0,,,,,,35.32,0,17.28,0.01,,1.06,,,,,18.35,,,,0
201109280000_SW01_Coolac,24,2,28/09/2011 0:00,3,3,,,,,1603,8.24,,,,,,,date estimated from other samples,0,1375,7.82,,,,,0,21.576,,,13.893,1521.9,1181.2,0,309.2,,,,372,58.55,,165,68.5,78.5,6.3,,0,,,,,,,0,8.72,,6.1,1.22,7.18,3.42,6.46,0.16,16.04,17.22,4,,0
201109280000_SW02_HoarseLane,25,2,28/09/2011 0:00,2,3,,,,1121,,8.32,,,338.9,,,,,0,,,,1.2,0.09,(from floris' spot sample folder),0,,,,,,,0,169.46,,,,,,,64,35,120,1.9,,0,,,,,,476,0,4.78,,,,2.78,1.75,9.87,0.05,4.78,14.45,50,,0
201109280000_SW03_Cootamundry,26,2,28/09/2011 0:00,2,3,,,,1778,,7.94,,,1304,,,,,0,,,,0.6,0.1,(from floris' spot sample folder),0,,,,,,,0,547.88,,,,,56.66,,250,88,56,12,,0,,,,,,159,0,15.46,,,1.18,10.87,4.39,4.61,0.31,16.64,20.18,10,,0
201109280000_SW04_Berthong,27,2,28/09/2011 0:00,2,3,,,,2594,,8.15,,,1400,,,,,0,,,,0.9,0.2,(from floris' spot sample folder),0,,,,,,,0,748.89,,,,,207.62,,390,140,100,14,,0,,,,,,322,0,21.13,,,4.32,16.96,6.99,8.23,0.36,25.45,32.54,12,,0
